target,text
ham,Quite lor. But dun tell him wait he get complacent...
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
ham,Yes. It's all innocent fun. O:-)
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
ham,"Mah b, I'll pick it up tomorrow"
ham,So dont use hook up any how
ham,At WHAT TIME should i come tomorrow
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
ham,Anything lor if they all go then i go lor...
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max 
ham,Aight sorry I take ten years to shower. What's the plan?
ham,Also remember to get dobby's bowl from your car
ham,K go and sleep well. Take rest:-).
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
ham,Goodnight da thangam I really miss u dear.
ham,"Didn't try, g and I decided not to head out"
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
ham,Wake me up at  &lt;#&gt;  am morning:)
ham,K:)i will give my kvb acc details:)
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham,What you doing?how are you?
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
ham,"Almost there, see u in a sec"
ham,Watching ajith film ah?
ham,Ambrith..madurai..met u in arun dha marrge..remembr?
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
spam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
ham,Double eviction this week - Spiral and Michael and good riddance to them!
ham,And now electricity just went out fml.
ham,"Probably gonna be here for a while, see you later tonight &lt;)"
ham,Oh for fuck's sake she's in like tallahassee
ham,Haf u eaten? Wat time u wan me 2 come?
ham,Ay wana meet on sat?Ì_ wkg on sat?
ham,"Oh, then your phone phoned me but it disconnected"
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?
ham,Yup but not studying surfing lor. I'm in e lazy mode today.
ham,Can not use foreign stamps in this country.
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
ham,But you dint in touch with me.
ham,Thinkin about someone is all good. No drugs for that
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,No dear i do have free messages without any recharge. Hi hi hi
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,Mom wants to know where you at
ham,"Its good, we'll find a way"
ham,Huh so late... Fr dinner?
ham,Hello which the site to download songs its urgent pls
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,Want to send me a virtual hug?... I need one
ham,R u in this continent?
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham,"What will we do in the shower, baby?"
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP
ham,When/where do I pick you up
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
ham,What is this 'hex' place you talk of? Explain!
ham,Fine am simply sitting.
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
ham,How dare you change my ring
ham,Ya had just now.onion roast.
ham,Yes. that will be fine. Love you. Be safe.
ham,I'm aight. Wat's happening on your side.
ham,If we win its really no 1 side for long time.
ham,G.W.R
ham,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x
ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\"""""
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham,Sos! Any amount i can get pls.
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
ham,Okie
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
ham,That's one of the issues but california is okay. No snow so its manageable
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
ham,We are both fine. Thanks
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
ham,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
ham,Dad says hurry the hell up
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."""
ham,\Hey sorry I didntgive ya a a bellearlier hunny
ham,Wat time do u wan 2 meet me later?
ham,Then ur sis how?
ham,Do you like shaking your booty on the dance floor?
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
ham,No. She's currently in scotland for that.
ham,That's the way you should stay oh.
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
ham,Er mw im filled tuth is aight
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,Sorry de i went to shop.
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
ham,"\Im on gloucesterroad what are uup to later?\"""""
ham,Hope you are having a great day.
spam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
ham,Nope... Juz off from work...
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
ham,Ok then i will come to ur home after half an hour
ham,"Easy mate, * guess the quick drink was bit ambitious."
ham,Did you try making another butt.
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
ham,Ok...
ham,"And very importantly, all we discuss is between u and i only."
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
ham,Ok..
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
ham,I see the letter B on my car
ham,Nokia phone is lovly..
ham,I am waiting for your call sir.
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
ham,I've sent Ì_ my part..
ham,Hi mom we might be back later than  &lt;#&gt; 
ham,"Me also da, i feel yesterday night  wait til 2day night dear."
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
ham,"Customer place, i wil cal u sir."
ham,Ok thanx...
ham,Hey gals.. Anyone of u going down to e driving centre tmr?
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
ham,"(No promises on when though, haven't even gotten dinner yet)"
